,condition,label,sentence
4393,food,negative,The food was absolutely horrible!
4394,Food,conflict,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
4395,food,conflict,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.
4396,ambience,negative,Restaurant was dirty and unkempt.
4397,anecdotes/miscellaneous,positive,Nice place though.
4398,anecdotes/miscellaneous,positive,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!
4399,dinner special,neutral,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
4400,anecdotes/miscellaneous,neutral,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door."
4401,ambience,conflict,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!
4402,food,positive,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
4403,people with carts of food,negative,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
4404,anecdotes/miscellaneous,neutral,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
4405,service,negative,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
4406,food,positive,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
4407,crackling calamari salad,positive,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
4408,food,positive,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed."
4409,sushi place,negative,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
4410,food,neutral,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
4411,price,positive,"Not the greatest sushi place, but excellent for a $19.95 all you can eat."
4412,group dinner,neutral,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
4413,anecdotes/miscellaneous,positive,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20."
4414,Thai ice tea,positive,The Thai ice tea was amazingly smooth and yummy!
4415,food,positive,The Thai ice tea was amazingly smooth and yummy!
4416,staff,positive,We've never had any problems with the staff but maybe we've been lucky?
4417,service,positive,We've never had any problems with the staff but maybe we've been lucky?
4418,Drinks,negative,Drinks way over priced.
4419,priced,negative,Drinks way over priced.
4420,price,negative,Drinks way over priced.
4421,noise level,negative,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
4422,guy,negative,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
4423,service,negative,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
4424,food,negative,What I didn't like was how the food came right after it was ordered.
4425,food,negative,What I didn't like was how the food came right after it was ordered.
4426,anecdotes/miscellaneous,negative,"But WARNING: to all those that use this site be weary, be very weary of recommendations."
4427,prices,neutral,Moderate prices.
4428,price,neutral,Moderate prices.
4429,anecdotes/miscellaneous,positive,We had a great time at the Jekyll and hyde Pub last night.
4430,anecdotes/miscellaneous,positive,Try it side by side and there's no comparison.
4431,meals,positive,I think I've had some the best meals of my life at minnow.
4432,food,positive,I think I've had some the best meals of my life at minnow.
4433,food,conflict,My biggest complaint was the un-tasty food although presented well.
4434,food,conflict,My biggest complaint was the un-tasty food although presented well.
4435,ambience,neutral,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
4436,anecdotes/miscellaneous,neutral,So sorry I can't rate this better.
4437,food,positive,"Most importantly, food is excellent."
4438,food,positive,"Most importantly, food is excellent."
4439,anecdotes/miscellaneous,positive,Buon appetito!
4440,roofdeck,positive,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
4441,music,negative,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
4442,ambience,conflict,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet."
4443,anecdotes/miscellaneous,positive,"If we were to move from the upper east side, we would genuinely miss this restaurant."
4444,manager,positive,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
4445,service,positive,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
4446,anecdotes/miscellaneous,neutral,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late."
4447,service,neutral,"However, service was as plain as sesame crusted Salmon I had."
4448,sesame crusted Salmon,neutral,"However, service was as plain as sesame crusted Salmon I had."
4449,service,neutral,"However, service was as plain as sesame crusted Salmon I had."
4450,food,neutral,"However, service was as plain as sesame crusted Salmon I had."
4451,anecdotes/miscellaneous,positive,I would highly recommend it.
4452,lunch,positive,It's great to go for a quick lunch either alone or with a friend.
4453,anecdotes/miscellaneous,positive,It's great to go for a quick lunch either alone or with a friend.
4454,food,neutral,The food was mediocre at best but it was the horrible service that made me vow never to go back.
4455,service,negative,The food was mediocre at best but it was the horrible service that made me vow never to go back.
4456,food,neutral,The food was mediocre at best but it was the horrible service that made me vow never to go back.
4457,service,negative,The food was mediocre at best but it was the horrible service that made me vow never to go back.
4458,anecdotes/miscellaneous,positive,LLOOVVE THIS PLACE.
4459,crowd,negative,So some of the reviews here are accurate about the crowd and noise.
4460,noise,negative,So some of the reviews here are accurate about the crowd and noise.
4461,anecdotes/miscellaneous,neutral,So some of the reviews here are accurate about the crowd and noise.
