text,condition,label,score
"I've only had take-out from here but a couple of their dishes, along with the spicy green and orange sauces, are amazing.",spicy green and orange sauces,Positive,2
The prices are up there without being over the top but the quality of the food commands it.,prices,Negative,0
The prices are up there without being over the top but the quality of the food commands it.,food,Positive,2
"I ordered the empanadas sampler, crab croqueta, and something else I don't remember but I remember (all appetizers) thinking this was the best Cuban meal I had ever eaten.",crab croqueta,Neutral,1
"I ordered the empanadas sampler, crab croqueta, and something else I don't remember but I remember (all appetizers) thinking this was the best Cuban meal I had ever eaten.",appetizers,Neutral,1
"I ordered the empanadas sampler, crab croqueta, and something else I don't remember but I remember (all appetizers) thinking this was the best Cuban meal I had ever eaten.",Cuban meal,Positive,2
"Recently, I celebrated my birthday at this restaurant - it was a brunch for 60 people, all of whom said the food was exceptional.",brunch,Neutral,1
"Recently, I celebrated my birthday at this restaurant - it was a brunch for 60 people, all of whom said the food was exceptional.",food,Positive,2
"After admitting that the items on the bill were not in line with the menu, the manager reserved the right to price at her own discretion!",bill,Neutral,1
"After admitting that the items on the bill were not in line with the menu, the manager reserved the right to price at her own discretion!",menu,Neutral,1
"After admitting that the items on the bill were not in line with the menu, the manager reserved the right to price at her own discretion!",manager,Negative,0
"After admitting that the items on the bill were not in line with the menu, the manager reserved the right to price at her own discretion!",price,Neutral,1
There wasn't even a decent waiting area--on a Friday night the lounge is full--and when we tried to sit on the only available seating (granite ledge outside of the restaurant) another bouncer w/ an earpiece told us to move.,waiting area,Negative,0
There wasn't even a decent waiting area--on a Friday night the lounge is full--and when we tried to sit on the only available seating (granite ledge outside of the restaurant) another bouncer w/ an earpiece told us to move.,lounge,Negative,0
There wasn't even a decent waiting area--on a Friday night the lounge is full--and when we tried to sit on the only available seating (granite ledge outside of the restaurant) another bouncer w/ an earpiece told us to move.,seating,Neutral,1
"A reservation did not save us from a wait at the bar, but the food was worth it; a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.",reservation,Neutral,1
"A reservation did not save us from a wait at the bar, but the food was worth it; a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.",bar,Neutral,1
"A reservation did not save us from a wait at the bar, but the food was worth it; a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.",grilled calamari appetizier with mushrooms,Positive,2
"A reservation did not save us from a wait at the bar, but the food was worth it; a grilled calamari appetizier with mushrooms was delicious as was a mixed seafood pasta main course.",mixed seafood pasta main course,Positive,2
that the waiting is horrific but the food is great.,waiting,Negative,0
that the waiting is horrific but the food is great.,food,Positive,2
"The place is not meant for in house dining, but if you want to grab a meal on the go, this is the perfect choice.",place,Negative,0
"The place is not meant for in house dining, but if you want to grab a meal on the go, this is the perfect choice.",house dining,Neutral,1
"The place is not meant for in house dining, but if you want to grab a meal on the go, this is the perfect choice.",meal,Positive,2
"service, one would be overpaying for the experience and for the food.",service,Positive,2
"service, one would be overpaying for the experience and for the food.",food,Neutral,1
"The restauarnt is Ok in terms of decor, but the food was really lacking - things were not cooked to order.",restauarnt,Positive,2
"The restauarnt is Ok in terms of decor, but the food was really lacking - things were not cooked to order.",decor,Positive,2
"The restauarnt is Ok in terms of decor, but the food was really lacking - things were not cooked to order.",food,Negative,0
The pricing isn't quite clear and look out for that asterisk on the menu where they add on that extra 6-8 bucks.,pricing,Negative,0
The pricing isn't quite clear and look out for that asterisk on the menu where they add on that extra 6-8 bucks.,menu,Neutral,1
"Party of 4 after a Sunday matinee, no reservation, seated promtply, but service was slow.",reservation,Neutral,1
"Party of 4 after a Sunday matinee, no reservation, seated promtply, but service was slow.",seated,Positive,2
"Party of 4 after a Sunday matinee, no reservation, seated promtply, but service was slow.",service,Negative,0
"The Happy Hour is the best I've ever been too, and the chocolate chip cookies that are passed around throughout dinner are to die for.",chocolate chip cookies,Positive,2
"The Happy Hour is the best I've ever been too, and the chocolate chip cookies that are passed around throughout dinner are to die for.",dinner,Neutral,1
The bartenders could have been a lot nicer but the drinks they shook up kind of made up for their poor attitude.,bartenders,Negative,0
The bartenders could have been a lot nicer but the drinks they shook up kind of made up for their poor attitude.,drinks,Positive,2
The bartenders could have been a lot nicer but the drinks they shook up kind of made up for their poor attitude.,attitude,Negative,0
"The Food The menu is a paper buffet--pick your cut of meat, dress it in either a sauce or a baked-on chapeau and then pick accessories, such as Yukon gold mashed potatoes, bitter greens or wilted tomatoes with blue cheese.",menu,Neutral,1
"The Food The menu is a paper buffet--pick your cut of meat, dress it in either a sauce or a baked-on chapeau and then pick accessories, such as Yukon gold mashed potatoes, bitter greens or wilted tomatoes with blue cheese.",buffet,Neutral,1
"The Food The menu is a paper buffet--pick your cut of meat, dress it in either a sauce or a baked-on chapeau and then pick accessories, such as Yukon gold mashed potatoes, bitter greens or wilted tomatoes with blue cheese.",meat,Neutral,1
