text,condition,label,score
"Until I bought the Dell , I thought you just looked for what you wanted -LRB- size , software , options , hardware -RRB- and purchase the best deal you could find .",size,Neutral,1
"I thought learning the Mac OS would be hard , but it is easily picked up if you are familiar with a PC .",Mac OS,Positive,2
It 's perfect for everything and runs faster than an average pc !,runs,Positive,2
Loaded with bloatware .,bloatware,Neutral,1
Supplied software : The software that comes with this machine is greatly welcomed compared to what Windows comes with .,software,Positive,2
This computer that I have has had issues with the keyboard where it lost half the keyboard functions .,keyboard,Negative,0
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too !,software,Neutral,1
"The Macbook is also made better , my computer has never got a virus , and the laptop runs just as fast as the first day I bought it .",runs,Positive,2
"At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .",price,Positive,2
"It was still working , but there was nothing on the screen .",screen,Negative,0
"also you may need to charge it once a day , if for medium use every thing fast and easy with mac the size and look is the most feature that attracted me to it .",feature,Positive,2
With a MAC computer I have more free time as I do n't have to wait for windows to boot up or shut down and all the viruses associated with windows .,windows,Negative,0
The only bad thing about it is they give you the worst batteries possible .,batteries,Negative,0
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers .,speed,Positive,2
"It 's fast , it 's easy easy easy to set up , easy to hook to my wireless network .",hook to my wireless network,Positive,2
"A MONTH LATER , we reinstall the OS (Vista) .",OS (Vista),Negative,0
It was truly a great computer costing less than one thousand bucks before tax .,costing,Positive,2
"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",DVD,Positive,2
"After paying several hundred dollars for this service , it is frustrating that you can not get help after hours .",service,Negative,0
"the touch pad is fine - again , it 's a real touch pad .",touch pad,Positive,2
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",MSN Messenger,Neutral,1
"There are several programs for school or office use -LRB- Pages , Numbers , Keynote , etc. -RRB- , music -LRB- Garageband -RRB- , photo management -LRB- Photo Booth , iPhoto -RRB- , video-editing or movie-making -LRB- iMovie -RRB- , etc. .",Keynote,Neutral,1
"I was loving this Netbook because it had an amazing screen and display and was small and light , but after 1 week it stopped openning web pages for me -LRB- even after installing new browsers -RRB- then eventually it just started giving me a blue screen and crashing everytime I booted it .",screen,Positive,2
"I also purchased iWork to go with it which has programs for word processing , spreadsheets , and presentations -LRB- similar to Microsoft Office -RRB- .",programs,Neutral,1
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,touch control buttons,Negative,0
"However , I love this particular Mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy mouse pad .",mouse pad,Positive,2
"Looks nice , but has a horribly cheap feel .",feel,Negative,0
The performance is awesome .,performance,Positive,2
It works exactly like it did the day I took it out of the box .,works,Positive,2
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more , or buy a USB wireless card .",USB wireless card,Neutral,1
"Who could n't love a DVD burner , 80-gigabyte HD , and fairly new graphics chip ? As I soon discovered , though , there is a reason for which similarly-configured Sony and Toshiba machines cost more : they use higher-quality components that are faster , better-configured , and end up lasting a lot longer .",HD,Positive,2
Keyboard good sized and wasy to use .,use,Positive,2
"Only issue is that it is a little slow , and I 'm fixing that by adding more RAM .",RAM,Neutral,1
And the ram -LRB- the thing that makes it faster -RRB- comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,surf the web,Positive,2
"I reloaded with Windows 7 Ultimate , and the Bluetooth and Fingerprint reader -LRB- software -RRB- would not load .",Fingerprint reader,Negative,0
"I do n't have stupid pop up windows -LRB- even when I have pop ups blocked -RRB- , I do n't have to wait 5 minutes for a webpage to download , and best of all I can run all the web programming software I need to use all at once without slowing me down .",web programming software,Positive,2
Fan noise : The fan made a constant hissing noise in the background .,Fan,Negative,0
"The Apple applications -LRB- ex . iPhoto -RRB- are fun , easy , and really cool to use -LRB- unlike the competition -RRB- !",iPhoto,Positive,2
They are by far the easiest systems to actually learn about computers with .,systems,Positive,2
"But to be honest , the compatibility issues and the other little quirks make me think I ll buy a PC next time .",compatibility,Negative,0
"Web access through the 3G network is so slow , it 's very frustrating and VERY DISAPPOINTING .",3G network,Negative,0
And the ram -LRB- the thing that makes it faster -RRB- comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before .,ram,Positive,2
the i3 processor does n't seem to run hot and the fan rarely turns on .,i3 processor,Positive,2
This computer was so challenging to carry and handle .,handle,Negative,0
"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price - Value : Poor",Value,Negative,0
"The pro is a great product , I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge -LRB- the edges hurt my wrists -RRB- .",Intel i processors,Negative,0
